lesson_title,cefr_level,uuid,grammar_tags,vocabulary_tags,learning_language,content_type
Possessive (Italian),C2,46236dd3-2d35-42f0-91fa-746e50d70b90,"determiner:possessive, verb:future_tense","boats_ships, routines_habits, natural_sciences",Italian,section
Gender (Italian),B1,78ab54f3-acb8-4c65-b690-cc2479fa038c,"noun:gender, determiner:definite_article, pronoun:interrogative","animals_wild, routines_habits, housework",Italian,by_yourself
Future tense (Italian),C1,c5e996ea-94a7-4098-976c-065cfdc94d17,verb:future_tense,"greetings_goodbyes, going_out, adulthood, hotels_accomodation, boats_ships",Italian,section
Modal (Italian),C2,e4642a4a-d6cb-4a3a-9802-9684b5c20f72,"verb:modal, adjective:absolute_superlative, adjective","planes_airports, appliances, death, numbers, year_season_month",Italian,section
Passive voice (Italian),C1,c9770a42-ee78-4241-9c60-4cee5241d058,verb:passive_voice,"non_understanding, compliments, hotels_accomodation, groceries_animal_products, outdoors",Italian,section
Singular (Italian),C1,8ed803f3-894c-4e1a-82a9-56ede999a7f3,"noun:singular, noun:indefinite_form, pronoun:indefinite","appliances, non_understanding",Italian,cards
Accusative case (Italian),A2,eb929d6c-139c-4ca1-a119-3fa75c493e1b,"noun:accusative_case, verb:past_tense, subjunction",public_transit_trains,Italian,cards
Passive voice (Italian),A1,9ebfb29a-fabe-4131-9196-abdeefe573cf,"verb:passive_voice, noun:plural, determiner:definite_article","university_academia, physical_appearance",Italian,section
Indefinite article (Italian),B1,9f33b55c-557b-4607-9b49-8901dd771456,determiner:indefinite_article,"measurement_quantities, childhood, hotels_accomodation, natural_sciences",Italian,cards
Negation (Italian),A2,1c6d695a-a9d6-4b93-b79e-2d8a1d106fe1,"sentence:negation, adjective:comparative","work_life, groceries_grains, colors, death, boats_ships",Italian,section
Adjectives 3 (Italian),A1,e8c258ba-e7b2-4830-a744-87b5b4f1ffe2,adjective,languages,Italian,section
Informal pronoun (Italian),B1,6ea3eee1-5f9f-4551-a0fe-1ddb5f48f206,pronoun:informal_pronoun,dining_restaurants,Italian,section
Imperative mood (Italian),C2,01e21546-9318-4567-ac28-822987ffc9e0,"verb:imperative_mood, adverb, verb:subjunctive_mood","accidents_catastrophes, bikes",Italian,section
Partitive article (Italian),A2,b9b69106-3c0e-46dc-909a-4402f5e5a432,"determiner:partitive_article, verb:subjunctive_mood, pronoun:demonstrative","year_season_month, religions, physical_appearance, body, computers_hardware",Italian,Live
Present tense (Italian),A1,57b696b2-f55b-42cd-ac17-280185346de5,"verb:present_tense, verb:auxiliary","university_academia, environmental_issues, animals_domesticated, identification",Italian,section
Adjectives 4 (Italian),C2,7ad07b67-97b2-4918-91dd-d25c6537f2bb,adjective,"media, emotions_states, appliances, film_tv",Italian,cards
Informal pronoun (Italian),B2,90b664ee-8e4c-4c32-92cf-dc116c6ca782,"pronoun:informal_pronoun, determiner:indefinite_article","professions, accidents_catastrophes, public_transit_trains, year_season_month, non_understanding",Italian,by_yourself
Indefinite form (Italian),C1,acabb7ee-e71e-41a1-aaba-3de362b694a7,"noun:indefinite_form, verb:imperative_mood","cars, numbers, locations_directions",Italian,section
Finite (Italian),C2,eb1729ed-c826-41cf-a490-72444d605505,"verb:finite, verb:subjunctive_mood",routines_habits,Italian,Live
Participle (Italian),C2,6e117ee6-c12d-47d6-9694-c5fcafa7df48,"verb:participle, pronoun:indirect_object, verb:infinitive","argumentation, accidents_catastrophes, business, computers_hardware, traditions_celebrations",Italian,section
Interrogative (Italian),C1,ddc2ec93-9e82-4861-a1fd-93e530ff5ae2,pronoun:interrogative,"illness_injury, politics",Italian,section
Accusative case (Italian),A2,aebab9a9-ea81-4f48-96aa-8b760dec2297,"noun:accusative_case, verb:conditional_mood, adjective:absolute_superlative","shopping, public_transit_trains, hobbies_games, adulthood, shapes",Italian,Live
Superlative (Italian),B2,3c290e9c-4178-467e-b8b7-447f2284ca0c,"adjective:superlative, pronoun:personal","love, numbers, literature, nature_landscapes, childhood",Italian,section
Subjunction and comparatives (Italian),B2,7e1b56a0-08a2-4980-90c1-743a177ba034,"subjunction, adjective:comparative, pronoun:adverbial",animals_domesticated,Italian,section
Reflexive (Italian),B1,91376603-b4f3-4064-b116-5c510cb93e5d,pronoun:reflexive,"internet, numbers, shapes, physical_appearance, routines_habits",Italian,section
Informal pronoun (Italian),C2,b5b3696e-6462-445a-91e7-573b0dbb64a3,"pronoun:informal_pronoun, interjection","nations_geography, personality_traits, boats_ships, internet",Italian,cards
Accusative case (Italian),B1,fcbbdec6-1c68-4b3c-b7ac-44dcb054bd67,"noun:accusative_case, verb:progressive_aspect","senses, vacation",Italian,Live
Possessive (Italian),B1,1635710a-0063-4280-bcd1-ddaedac545a7,"pronoun:possessive, pronoun:informal_pronoun, verb:modal","body, furniture_decor, animals_domesticated",Italian,Live
Interjections 2 (Italian),A1,c17ead40-0c51-4a90-83b8-c72f9b3ed2dd,interjection,"clothes_shoes, languages, numbers",Italian,by_yourself
Relative (Italian),B1,eff1914a-8b02-40dc-a47f-d94bd2a2653c,"pronoun:relative, number_ordinal",identification,Italian,Live
Ordinal numbers 3 (Italian),C1,78013c01-3c6d-426e-9f4b-f3f2a57964e7,number_ordinal,"death, family",Italian,cards
Dative case (Italian),A2,c224706f-7346-4ec8-88c4-f6752befe050,"noun:dative_case, determiner:partitive_article","animals_wild, year_season_month, groceries_grains",Italian,Live
Direct object (Italian),B1,0f19d1b0-cfb2-4ed1-ac3f-90de7a528cbd,pronoun:direct_object,"groceries_animal_products, colors, languages, public_transit_trains",Italian,cards
Plural (Italian),C2,61cba193-4cef-4cdd-9520-0ee20c054aa9,"noun:plural, verb:subjunctive_mood, noun:nominative_case","nature_landscapes, animals_wild, town_city, groceries_animal_products",Italian,cards
Conjunctions 4 (Italian),C2,59b929ff-3bc4-4d90-8da3-4f393b5102b8,"conjunction, noun:accusative_case","love, yard_garden",Italian,by_yourself
Past tense (Italian),A2,3a70284b-8bf0-41b9-a33d-01e66a7a8c8e,"verb:past_tense, pronoun:impersonal, noun:gender","phones, planes_airports, clothes_shoes, colors, politics",Italian,by_yourself
Indefinite article (Italian),C1,06967930-da60-4854-a538-a09dd8c868cd,"determiner:indefinite_article, adjective:comparative","work_life, animals_wild, money_banking",Italian,cards
Future tense (Italian),A1,a00b2bfa-d59e-45fc-842a-ff429f6b7938,verb:future_tense,"traditions_celebrations, week_dates, emotions_states, cars",Italian,cards
Modal (Italian),B1,ba0b9590-cd20-4081-856e-1735f82d1124,"verb:modal, adjective:superlative","environmental_issues, senses, materials, going_out",Italian,Live
Personal (Italian),A1,a6cae9c9-b27d-4026-a0be-214b4a3cbdb7,"pronoun:personal, adjective:comparative, determiner:demonstrative",job_applications,Italian,section
Appreciative derivation (Italian),A2,7e08b616-65e1-4913-a00a-38d8ba7f46ac,"noun:appreciative_derivation, verb:infinitive",locations_directions,Italian,section
Interrogative (Italian),A2,a74bbff3-0271-43aa-bd61-cfa6cdf7d8b2,pronoun:interrogative,"clock_time_of_day, sweets_desserts, going_out, boats_ships, hotels_accomodation",Italian,Live
Indirect object (Italian),B2,fa45a874-5da2-417b-8575-1bf8964d204c,"pronoun:indirect_object, adjective:absolute_superlative, noun:appreciative_derivation","house_rooms, business, traditions_celebrations, space",Italian,section
Adverbial (Italian),A2,44df7d28-b673-47bf-a271-1ca7a0b74898,"pronoun:adverbial, pronoun:relative, pronoun:interrogative","weather_climate, love, emotions_states",Italian,cards
Auxiliary (Italian),C2,3fe2e4e1-fbd7-4dce-a672-ad6057a65c09,verb:auxiliary,"identification, hotels_accomodation, childhood, town_city, accidents_catastrophes",Italian,Live
Interrogatives and conjunctions (Italian),B2,3fb87762-03bc-4fba-be77-c6a2de3769b6,"conjunction, noun:singular, pronoun:interrogative",traditions_celebrations,Italian,by_yourself
Dative case (Italian),C2,d9585f29-6a23-494b-bf45-f96455923972,noun:dative_case,"countryside, friends",Italian,by_yourself
Present tense (Italian),A2,cc68768d-3ab8-4c85-b7e1-4d61d1742310,"verb:present_tense, noun:singular, pronoun:direct_object","senses, natural_sciences, appliances, emotions_states, non_understanding",Italian,by_yourself
Demonstrative (Italian),A1,4e6f7e7f-4180-4bca-bdf9-d090b43ee4bd,"determiner:demonstrative, interjection, determiner:possessive","sweets_desserts, religions, furniture_decor",Italian,Live
Direct object (Italian),A2,cd0db88d-fc13-4c2c-a1a4-a5b11d3f8f9a,"pronoun:direct_object, verb:imperative_mood, adverb","death, media, old_age, professions, family",Italian,by_yourself
Singular (Italian),C2,a5a64388-35a7-4074-a17c-54f026353b03,"noun:singular, verb:gerund, pronoun:stressed","animals_wild, illness_injury",Italian,by_yourself
Direct object (Italian),C2,aae90bbb-361d-4d8f-b4f3-acfb40161499,pronoun:direct_object,materials,Italian,section
Indirect object (Italian),B2,802e70ec-ea60-408c-b7bd-344e2bfb8156,"pronoun:indirect_object, noun:appreciative_derivation, pronoun:direct_object","vacation, week_dates, business",Italian,section
Demonstratives and subjunctions (Italian),B2,d0ca97f0-e500-4e79-b70c-0278e7a0aa63,"subjunction, pronoun:demonstrative","family, accidents_catastrophes, outdoors",Italian,by_yourself
Negation (Italian),B2,46277098-83a1-4e8a-b9d4-c1a6a0256ead,sentence:negation,"sweets_desserts, dishes, business, greetings_goodbyes",Italian,section
Gender (Italian),B2,df805a11-3e71-4b7f-aaea-bd9b5411c1af,"noun:gender, verb:imperfect_aspect","house_rooms, theater_shows, hotels_accomodation",Italian,cards
Irregular (Italian),A1,f84274f8-1daa-4f20-b4d7-9eee07a0d103,verb:irregular,"university_academia, traveling, personality_traits, identification",Italian,by_yourself
Definite article (Italian),B2,55911bcf-ff08-4d45-be34-03de6297d0c0,determiner:definite_article,"accidents_catastrophes, furniture_decor, cars, hotels_accomodation, boats_ships",Italian,by_yourself
Subjunctive mood (Italian),B1,59a95952-58c1-4cdb-97e4-498762ae4806,verb:subjunctive_mood,"devices_tools_gadgets, numbers, outdoors",Italian,cards
Comparative (Italian),C2,e96a23ec-daf0-4e77-8e67-f66cbda1ddc5,"adjective:comparative, verb:infinitive","bikes, greetings_goodbyes, childhood, weather_climate, compliments",Italian,Live
Interjections 3 (Italian),B2,426e02c1-fbce-405e-a7fd-83f234dc2ba2,interjection,"body, dishes, beverages",Italian,Live
Formal and possessive pronouns (Italian),A1,07267f4a-7eb5-43e5-87c0-71aec8f7b6a5,"conjunction, pronoun:formal_pronoun, pronoun:possessive",house_rooms,Italian,section
Irregular (Italian),C1,4cde17c7-2128-4d45-9034-79d126c253ed,"verb:irregular, pronoun:stressed, noun:appreciative_derivation","plants, accidents_catastrophes, childhood, crime_law, furniture_decor",Italian,by_yourself
Conjunctions 5 (Italian),B2,db454104-cbb3-4fd4-b304-e2d400701f38,conjunction,public_transit_trains,Italian,by_yourself
Future tense (Italian),A2,8ee10900-751e-4315-baf0-2d08a7facb9c,verb:future_tense,religions,Italian,section
Superlative (Italian),B2,ea21b8e7-bf4b-4a3e-95c7-80bf8030187b,"adjective:superlative, noun:gender","job_applications, greetings_goodbyes, sweets_desserts",Italian,section
Impersonal (Italian),C1,79a0ea46-0d05-48e4-9aef-b6bff557abc5,"pronoun:impersonal, pronoun:relative","hotels_accomodation, outdoors",Italian,Live
Superlative (Italian),C2,14a0ff1e-4d2b-483a-987b-e068dfc060c0,"adverb:superlative, noun:appreciative_derivation","argumentation, shopping, accidents_catastrophes, money_banking",Italian,by_yourself
Indirect object (Italian),B2,5c1d1491-5f97-4ff6-b180-61a25854e548,"pronoun:indirect_object, adjective:superlative, pronoun:possessive","environmental_issues, childhood, plants, hobbies_games, devices_tools_gadgets",Italian,by_yourself
Gender (Italian),A1,f8a4d15f-0220-456a-b717-151c43e7e6b2,"noun:gender, pronoun:stressed, verb:passive_voice","personality_traits, materials, school_classroom, sweets_desserts, dishes",Italian,Live
Auxiliary (Italian),B1,58e1a1b5-d3b1-4efd-8644-5a8894d1ab8e,"verb:auxiliary, verb:imperfect_aspect, determiner:indefinite_article","colors, polite_expressions, crime_law, week_dates",Italian,Live
Informal pronoun (Italian),A2,c388b41c-4e8d-4e92-b180-ce469023683f,"pronoun:informal_pronoun, noun:genitive_case","going_out, death, animals_wild",Italian,by_yourself
Interrogative (Italian),A1,8c3206cd-d7c2-47c4-866a-2930a98b1acc,pronoun:interrogative,"media, numbers",Italian,Live
Genitive case (Italian),C1,37bcd420-e3a1-4791-a29c-bc3b10c3ecf9,noun:genitive_case,"nature_landscapes, friends, sweets_desserts, greetings_goodbyes, body",Italian,section
Partitive article (Italian),B1,7eb0b709-af13-4866-80e2-0d529970a7b8,"determiner:partitive_article, pronoun:indefinite, pronoun:impersonal","greetings_goodbyes, hotels_accomodation, plants",Italian,by_yourself
Dative case (Italian),A1,b8488165-5561-412a-8b01-01d8bc8519e3,noun:dative_case,"job_applications, cooking_tableware, countryside",Italian,section
Prepositions (Italian),C2,e4534ff4-7fe0-472f-bed6-e72a9987a80c,preposition,"physical_appearance, cars, polite_expressions, going_out",Italian,Live
Definite form (Italian),C2,d4f2f013-4d05-4c97-bcb0-8fdebfad163f,"noun:definite_form, verb:past_tense",groceries_fruits_vegetables,Italian,section
Indefinite form (Italian),A1,caaf7ffe-890b-411f-b35e-3b4d2dd5661a,"noun:indefinite_form, interjection, pronoun:adverbial","film_tv, nations_geography",Italian,cards
Gender (Italian),C1,0a94019e-810a-4a9a-b621-96078d74fa83,"noun:gender, verb:gerund",furniture_decor,Italian,section
Prepositions 2 (Italian),C2,269d091c-b295-4aa8-a8ea-98a2c3ff9ffe,preposition,"week_dates, music",Italian,section
Present tense (Italian),C2,151de649-469b-42bd-a0b9-88bf81fb8bdf,"verb:present_tense, determiner:definite_article, verb:future_tense","house_rooms, shapes",Italian,cards
Plural (Italian),C1,ed98c0cf-242c-4327-a5d1-178f33d9f38a,noun:plural,"university_academia, outdoors, measurement_quantities, literature, planes_airports",Italian,by_yourself
Past tense (Italian),C2,3c2fd12a-0cbc-4847-b1a7-e8d150e7f5aa,verb:past_tense,"town_city, natural_sciences, hygiene_cosmetics, childhood",Italian,section
Indefinite pronouns (Italian),A1,5b4f7f5f-d841-4aa9-88d5-3abe5212a33e,"number_ordinal, pronoun:indefinite","film_tv, university_academia, appliances, money_banking",Italian,by_yourself
Cardinal numbers and animals (Italian),A1,7714d323-78bc-4fb4-bfbc-ad4c8b130418,"number_cardinal, adverb","animals_wild, locations_directions",Italian,cards
Absolute superlative (Italian),B2,c3eb0714-184c-4ef7-96ce-f3331d9b7854,"adjective:absolute_superlative, interjection, verb:gerund","shapes, religions, yard_garden",Italian,section
Appreciative derivation (Italian),A1,9d980344-3276-4565-89ca-7e0644122fe1,noun:appreciative_derivation,"body, town_city, devices_tools_gadgets, materials, public_transit_trains",Italian,by_yourself
Gender (Italian),B1,c5db5821-b5ab-42e8-b08a-ae7e8463298b,noun:gender,groceries_fruits_vegetables,Italian,cards
Subjunction and cardinal numbers (Italian),A2,9840a6fe-9449-4571-ad41-a6938869a6c1,"number_cardinal, verb:subjunctive_mood",going_out,Italian,by_yourself
Stressed (Italian),B1,43d6d971-499b-4639-b17d-826f92a0a5d1,"pronoun:stressed, pronoun:relative","media, phones, theater_shows, space",Italian,cards
Indirect object (Italian),A1,b687f41d-cef6-4bf1-8808-2af113e73e32,"pronoun:indirect_object, pronoun:interrogative, pronoun:possessive",nature_landscapes,Italian,Live
Impersonal (Italian),B1,766e7069-8627-4227-9a2e-78c2112ba0b1,"pronoun:impersonal, verb:gerund","public_transit_trains, traditions_celebrations",Italian,Live
Demonstrative (Italian),B1,5f6d7e29-d9f8-44f0-8828-4e7d94e632d4,"determiner:demonstrative, pronoun:relative, noun:appreciative_derivation","house_rooms, university_academia",Italian,by_yourself
Present tense (Italian),C1,e9696e29-dbdd-437c-afe2-2a82c11c887b,verb:present_tense,"art_design, love, money_banking, week_dates",Italian,section
Definite form (Italian),C1,d23404d2-141b-4ad3-b42f-ee6c832c4bb2,"noun:definite_form, pronoun:stressed, adjective","old_age, plants",Italian,by_yourself
Subjunctive mood (Italian),A2,6704d020-1c6b-495d-9bc2-b14fa868bb6a,verb:subjunctive_mood,"house_rooms, nature_landscapes, measurement_quantities, professions, argumentation",Italian,Live
Absolute superlative (Italian),A2,9d826a7f-814b-4157-810f-c4c7416c9c5f,"adjective:absolute_superlative, adjective","crime_law, senses, cooking_tableware, public_transit_trains, colors",Italian,by_yourself
Superlative (Italian),B1,495b76c2-ba66-4d82-9a9e-2c243774bbac,"adjective:superlative, adverb","non_understanding, locations_directions, old_age",Italian,section
Reflexive (Italian),C1,a1dc42a7-1b75-4402-8d2b-66008ad3e9b6,"pronoun:reflexive, verb:conditional_mood","personality_traits, art_design, money_banking, professions, physical_appearance",Italian,section
Adjectives 5 (Italian),C2,81347d52-2f7c-45ba-b6f6-1b17cca7df0b,adjective,"work_life, countryside",Italian,cards
